author,author_cat
KENNETH P. VOGEL and MAGGIE HABERMAN,4913
PIERRE-ANTOINE LOUIS,7034
"BHADRA SHARMA, KAI SCHULTZ and CHOE SANG-HUN",1049
BEN WIDDICOMBE,1036
BLAIR L.M. KELLEY,1057
"JESSE McKINLEY, LUIS FERRÉ-SADURNÍ and KRISTI BERNER",3831
JEFFERY C. MAYS and SEAN PICCOLI,3807
MANNY FERNANDEZ and CAITLIN DICKERSON,5641
ROBIN POGREBIN and SOPAN DEB,7537
JON MEACHAM,3880
CAROL GIACOMO,1457
DANIEL J. WAKIN,1912
CONRAD DE AENLLE,1522
JONATHAN D. CAVERLEY,3887
JEAN RUTTER and VIRGINIA LOZANO,3799
TARA SIEGEL BERNARD,8784
TIM GRAY,8820
CARLA FRIED,1454
ALYSON KRUEGER,119
ROSS MacDONALD,7551
CHARLES ORNSTEIN and KATIE THOMAS,1478
NORM ALSTER,6616
EMILY EAKIN,2584
ALEX ROSENBLAT,87
LOUDON WAINWRIGHT III,5309
GLENN THRUSH and ADAM LIPTAK,3061
JACK EWING and JASON HOROWITZ,3743
As told to PAUL B. BROWN,965
PAUL B. BROWN,7007
ROBERT J. SHILLER,7527
CONOR DOUGHERTY,1520
BHADRA SHARMA and KAI SCHULTZ,1048
"RICHARD FAUSSET, AUDRA D. S. BURCH and ALAN BLINDER",7510
EMILY BAUMGAERTNER,2582
EMILY SPIVACK,2587
MARGUERITE JOUTZ,5657
TAYLOR TRUDON,8788
JUDITH WARNER,3915
BEN C. SOLOMON,1025
SARAH VOWELL,8054
KATE BOLICK,4871
DEBORAH NEEDLEMAN,1969
KIMIKO de FREYTAS-TAMURA,4928
ELIZABETH PATON,2576
JAVIER C. HERNÁNDEZ and ZOE MOU,3789
ANNALISA QUINN,157
"JASON HOROWITZ, ELIZABETH DIAS and LAURIE GOODSTEIN",3784
STELLA LEE,8101
ANAND GIRIDHARADAS,133
"RICHARD FAUSSET, ALAN BLINDER and MATTHEW HAAG",7509
BROOKE PORTER KATZ,1073
ELENA SHEPPARD,2562
JAMES MARCUS,3765
MARIE TAE MCDERMOTT,5663
HILLARY CHUTE,3378
CHRISTOPHER BENFEY,1505
CAROLINE M. GRANT,1460
F. GREGORY GAUSE III,2918
CHARLES BRAMESCO,1475
BARRY P. McDONALD,1018
MARC SANTORA and BARBARA SURK,5648
LIS MORICONI,5291
"RICHARD FAUSSET, SHERI FINK and MATTHEW HAAG",7511
NED RESNIKOFF,6574
CHRIS DIXON and CAMPBELL ROBERTSON,1491
PAUL STENQUIST,7011
SHEERA FRENKEL,8079
SHANNON SIMS,8069
ANTONY CURRIE,162
MOHAMED EZZ,5784
CASEY CEP,1463
Naaman Zhou,6620
Christopher Knaus,1788
David Hytner,2251
Stuart James and Jacob Steinberg,8691
Paul MacInnes at Alexandra Palace,7205
Niall McVeigh,6719
Lucy Mangan,5597
Jamie Grierson,4095
Corrections and clarifications column editor,1876
Andy Hunter at Goodison Park,750
"Jenny Valentish, Steph Harmon, Clarissa Sebag-Montefiore, Stephanie Convery, Alexandra Spring, Veronica Sullivan, Lou Heinrich",4278
Eleanor Ainge Roy,2672
Mark Brown Arts correspondent,5913
Gregg Bakowski,3319
Richard Jolly at Turf Moor,7745
"Diane Taylor, Amelia Gentleman, Amelia Hill and Lisa O'Carroll",2419
Edward Helmore in New York,2654
Stuart James at the Bet365 Stadium,8702
Paul Owen in New York,7232
Stuart James,8690
Daniel Harris,2107
Chris Cook at Cheltenham,1719
Peter Beaumont in Jerusalem,7314
Calla Wahlquist,1544
Ali Martin in Sydney,500
Brian Logan,1365
Michael Slezak,6411
Oliver Wainwright,6956
Jonathan Steele,4652
Helen Pidd North of England editor,3492
Letters,5441
Alex Bellos,403
Paul Doyle at the King Power Stadium,7181
Haroon Janjua in Islamabad,3416
Lawrence Goldman and Henrietta Leyser,5396
Azadeh Moaveni,1008
Paul Rees,7235
Jonathan Jones,4617
Les Carpenter,5421
Tim Lott,9003
Nick Miller at St Mary's Stadium,6821
Dominic Fifield and Nick Miller,2454
Jamie Jackson at the Etihad Stadium,4123
Rob Cole at the Liberty Stadium,7816
Sabrina Siddiqui in Washington,8141
Amy Lawrence,616
Andy Hunter,744
Jacob Steinberg at the London Stadium,3999
Dr Dave Hone and Chris Packham,2527
Robert Kitson,7869
"Ali Martin in Sydney
",501
Paul MacInnes,7203
David Stubbs,2340
Gerard Meagher,3162
Nick Ames,6762
Paul Brown,7159
Chris Cook,1713
Saeed Kamali Dehghan and Julian Borger,8168
Denis Campbell and Sarah Marsh,2386
Gareth Hutchens,3097
Nils Pratley,6877
Sian Cain,8443
Harriet Sherwood,3424
Julia Gregory,4742
Justin McCurry in Tokyo,4842
Kate Molleson,5013
Sara Luxmoore and agency,8241
Julia Gregory and agencies,4743
Saeed Kamali Dehghan Iran correspondent,8167
Gwyn Topham Transport correspondent,3355
Frances Perraudin North of England reporter,2990
Morwenna Ferrier and Scarlett Conlon,6539
Karen McVeigh,4963
Ronald Bergan,7954
Geoff Lemon,3141
Maliha Aqueel,5845
Peter Greste,7324
Melissa Davey,6191
Natasha Tripney,6656
Nicola Slawson,6847
Kevin Mitchell in Brisbane,5157
Guardian sport,3336
Staff and agencies in Rome,8583
Barney Ronay at the Emirates Stadium,1102
David Hytner at the Emirates Stadium,2267
Scott Murray,8315
"Lauren Gambino, David Smith and Ben Jacobs in Washington",5385
Sid Lowe at the Camp d'Esports,8457
Angelique Chrisafis in Paris,786
Graham Ruddick,3282
Martin Pengelly,6029
Nicola Davis,6842
Richard Partington,7760
Peter Walker Political correspondent,7351
Kevin Rawlinson and Anushka Asthana,5165
Jamie Grierson and Kevin Rawlinson,4100
Oliver Milman in New York,6947
Paula Cocozza,7268
Lauren Gambino in Washington,5375
Anushka Asthana Political editor,920
James McDougall,4054
Rob Davies,7817
Owen Jones,6984
David Smith in Washington,2325
Paul Karp,7195
Hannah Devlin Science correspondent,3394
Ian Sample Science editor,3637
Jennifer Raff,4253
Ante Jukic,906
Mike Ticher,6480
Rob Brander,7815
Jacob Steinberg,3978
Alexandra Spring,462
Sarah Boseley Health editor,8248
Oliver Milman in New York and the Associated Press,6949
Andy Hunter and Emre Sarigul,747
Paul Wilson,7257
Rachel Aroesti,7566
Michael Hann,6308
Dave Simpson,2204
Ben Beaumont-Thomas,1146
David Hambling,2248
Denis Campbell Health policy editor,2381
David Conn,2221
Guardian music,3334
Julia Carrie Wong in San Francisco,4737
Louise Taylor,5573
Ed Pilkington in New York,2636
Martin Kettle,6025
John Fordham,4510
Helen Davidson,3482
Damian Carrington Environment editor,2009
Vikram Dodd Police and crime correspondent,9264
Julia Kollewe,4745
Ashifa Kassam in Toronto,969
Marina Hyde,5904
Haroon Janjua in Islamabad and Julian Borger in Washington,3417
Paul Wilson at Anfield,7259
Chitra Ramaswamy,1696
Jamie Jackson,4110
Bryan Armen Graham,1400
Graeme Wearden,3246
Jamie Jackson at Old Trafford,4117
Barry Glendenning,1121
Andy Hunter at Anfield,748
Cassie Tongue,1616
"Robert Booth, Matthew Weaver, Vikram Dodd and Owen Bowcott",7847
Van Badham,9205
Jordan Hoffman,4675
Benjamin Lee,1239
Julian Borger and Sabrina Siddiqui in Washington and Luke Harding in London,4765
Rowena Mason Deputy political editor,7983
Catherine Bennett,1618
Zoe Wood and Sarah Butler,9479
Hilary Osborne,3536
Deborah Orr,2368
Alexandra Topping,467
Natalie Nougayrède,6653
Dom Phillips in Rio de Janeiro,2444
Jennifer Rankin in Brussels,4256
Jess Cartner-Morley,4329
"Paul Wilson, Simon Burnton, Ed Aarons, Jacob Steinberg, Louise Taylor and Barry Glendenning",7266
Haroon Siddique and agency,3422
Tash Reith-Banks,8870
Christopher Knaus and Noor Gillani,1795
Richard Adams Education editor,7700
Leonard Barden,5418
Zoe Wood,9476
Steve Rose,8652
Anna Sublet,811
Guardian sport and agencies,3337
Rebecca Nicholson,7642
Nick Ames at Carrow Road,6766
Michael McGowan,6333
"Jamie Doward
",4080
Toby Helm and Phillip Inman,9055
Mark Townsend,5964
Oliver Milman and agencies,6946
Daniel Taylor,2130
Paul MacInnes at the Ricoh Arena,7220
Guardian staff and agencies,3339
Will Unwin,9387
Nick Miller,6813
Chris Cook at Chepstow,1720
Paul Rees at Franklin's Gardens,7238
David Roberts at St James Park,2308
Michael Savage Observer policy Editor,6389
Oliver Milman,6945
Morwenna Ferrier,6537
Nick Cohen,6788
Interview by Kate Kellaway,3674
Ross Heppenstall at the AJ Bell Stadium,7979
Michael Aylwin at Welford Road,6223
Sid Lowe in Madrid,8473
Guardian staff,3338
Jacob Steinberg at Craven Cottage,3984
Louise Taylor at St James' Park,5579
Ed Aarons at Molineux,2622
Damien Gayle,2017
Damien Gayle and agencies,2021
Stuart James and Priya Ramesh,8693
Jamie Doward,4079
Gwyn Topham and Frances Perraudin,3356
Caroline Bannock and Guardian readers,1594
Michael Walker at the Riverside Stadium,6419
Ali Martin at the SCG,496
Jessica Valenti,4376
Richard Jolly at Highbury Stadium,7743
Lauren Cochrane,5364
Gary Fuller,3108
Daniel Taylor at the City Ground,2139
Andrew Sparrow and Peter Walker,716
Jon Swaine,4590
Steph Harmon,8594
Kim Willsher in Paris and Tom Phillips in Beijing,5206
Maev Kennedy,5809
Zoe Williams,9475
Diane Taylor,2416
Matthew d'Ancona,6155
Owen Bowcott Legal affairs correspondent,6980
Adam Collins at the SCG,263
Michael Butler,6246
Richard Williams,7787
Barney Ronay at Wembley,1101
Tom Davies,9082
Robert Bush,7850
Jonathan Howcroft,4614
Lisa Markwell,5496
Janine Israel,4172
Joumanah El Matrah,4716
John Crace,4486
Linda Pearce,5478
Greg Jericho,3296
Amy Lawrence at the Amex Stadium,622
Sam Levin in San Francisco,8201
Helena Smith in Nicosia,3502
David Hytner at the Amex Stadium,2263
Anushka Asthana and Rowena Mason,926
Heather Stewart,3446
Polly Toynbee,7437
Harriet Sherwood Religion correspondent,3425
Rory Carroll in Los Angeles,7964
"Graham Ruddick, Matthew Weaver and Owen Bowcott",3284
Heather Stewart Political editor Nadia KhomamiSally Weale,3451
Amanda Holpuch in New York,560
Henry McDonald Ireland correspondent,3519
Haroon Siddique,3418
Emine Saner,2756
Stephen Moss,8628
Martin Kettle and Martin Belam,6026
Richard Sarson,7784
Steven Morris,8670
Peter Johnson,7328
Martin Belam and Cath Levett,6010
Matthew Weaver,6149
Bob Gordon,1300
Geoff Lemon in Sydney,3145
"David Hytner, Fabrizio Romano and Ed Aarons",2286
Sean Ingle,8340
Ben Jacobs and Lauren Gambino in Washington,1188
Severin Carrell Scotland editor,8384
"Alan Yuhas in New York,  Julian Borger in Washington and Stephanie Kirchgaessner in Rome",383
Staff and agencies,8570
Ben Jacobs in Washington,1193
Brigid Delaney,1381
Kate Ravilious,5022
Larry Elliott Economics editor,5336
Jamiles Lartey in New York,4147
Martha Kelner,5982
"Anushka Asthana, Peter Walker and Rowena Mason",935
Andy Bull,724
Susanna Rustin,8738
Julian Borger in Washington,4770
Robert Booth,7838
Graham Ruddick Media editor,3283
John Domokos,4495
Rupert Jones,7995
Alex Hern,413
Michael Billington,6243
Patrick Greenfield and Tom Lutz,7103
Ben Doherty,1155
Interview by Alexandra Spring,3669
Owen Bowcott,6978
"Alastair Gee , homelessness editor",390
David Agren in Mexico City,2212
David Hytner at Stamford Bridge,2259
Richard Partington and Larry Elliott,7764
Julian Borger in Washington   Justin McCurry in Tokyo,4771
Rory Carroll in the Verdugo mountains,7968
Kieran Pender,5187
Agency,329
Charlotte Simmonds in San Francisco,1684
Patrick Greenfield and agency,7105
Patrick Wintour Diplomatic editor,7145
Poppy Noor,7438
Juliette Jowit,4830
Greg Wood,3301
John Harris,4513
Peter Walker and Rowena Mason,7362
Kim Willsher in Paris and agencies,5207
Olivia Solon,6958
Stuart Clark,8686
"Denis Campbell, Pamela Duncan and Sarah Marsh",2388
Mason Boycott-Owen,6061
Sachin Nakrani,8152
Christian Davies in Warsaw,1761
Molly Redden in New York,6520
Liam Rosenior,5447
Phillip Inman,7387
Julia Raeside,4753
Hannah Summers,3409
Jude Rogers,4720
Sarah Marsh and Guardian readers,8270
Kevin Mitchell in Melbourne,5159
Vithushan Ehantharajah in Melbourne,9296
Heather Stewart Political editor,3450
John Ashdown,4473
Paul Rees at The Rec,7243
Ewan Murray,2873
Amy Remeikis,635
Jamiles Lartey,4137
Kate Maltby,5012
Jon Swaine in New York,4592
Mark Dobson,5916
Nick Fletcher,6804
Helena Smith,3499
Peter Walker and Heather Stewart,7355
Patrick Collinson,7085
Jonathan Freedland,4611
James Donaghy,4039
Sachin Nakrani at Wembley,8156
Paul Rees at the Liberty Stadium,7246
Toby Helm and Michael Savage,9054
Vanessa Thorpe,9211
Per Liljas,7284
Kareem Shaheen,4953
Peter Lansley at the City Ground,7335
Michael Savage and Toby Helm,6398
Gerard Meagher at the Stoop,3175
Michael Aylwin at Franklin's Gardens,6217
Jacob Steinberg at Wembley,3989
Barney Ronay,1091
Ben Fisher,1160
Holly Williams,3555
Jamie Doward and Michael Savage,4087
Robert Kitson at Sandy Park,7878
Dominic Fifield at Stamford Bridge,2463
Amy Lawrence at Vicarage Road,620
Jessica Glenza in New York,4369
Paul MacInnes at Selhurst Park,7210
Paul Wilson at the John Smith's Stadium,7265
Karl West,4987
Chris Johnston,1740
Charles Arthur,1650
David Smith and Ben Jacobs in Washington,2315
Robert Andersen and Martin J Sherwin,7833
Casey Quinlan,1611
Dominic Fifield,2446
"Kevin Mitchell
Melbourne",5141
"Edward Helmore, Portraits by Ali Smith",2657
Dave Triffit,2206
Sarah Marsh and Denis Campbell,8268
GNM press office,3063
Lauren Cochrane in Milan,5365
Barney Ronay at Anfield,1092
Bernie Sanders,1257
Robert Booth and Sarah Marsh,7844
Vikram Dodd,9263
Ed Pilkington and Martin Pengelly in New York,2631
Helena Smith in Athens,3500
Jane Reid,4165
Karen Lloyd,4962
David Hytner at the Vitality Stadium,2276
Ed Aarons,2618
William Fotheringham,9398
"Sally Weale, Kevin Rawlinson and Claude Lynch",8179
"Ari Honarvar in El Cajon, California",946
Tom Lutz in New York,9091
Simon Burnton,8480
Jamie Jackson and Dominic Fifield,4111
Heather Stewart and Anushka Asthana,3455
Anushka Asthana and Heather Stewart,924
Edward Helmore,2650
Rob Davies and Dan Sabbagh,7820
Daniel Boffey in Brussels,2092
Simon Goodley,8494
Rebecca Smithers Consumer affairs correspondent,7651
Laura Snapes,5362
Rafael Behr,7586
Dalya Alberge,2008
Lyn Gardner,5620
Denis Campbell,2378
Alison Croggon,509
Paul MacInnes at the London Stadium,7218
Nick Miller at the King Power Stadium,6825
Paul Simons,7253
Sabrina Siddiqui in Washington and Dominic Rushe in New York,8143
Simon Cambers at Melbourne Park,8490
Dan Sabbagh and Anushka Asthana,2058
"Heather Stewart, Jessica Elgot and Rowena Mason",3474
"Simon Goodley, Dan Sabbagh and Julia Kollewe",8497
Alex Rayner,428
Barbara Kingsolver,1085
George Monbiot,3155
"Anushka Asthana, Rajeev Syal and Jessica Elgot",936
"Martin Chulov in Beirut, and Kareem Shaheen in Istanbul",6020
"Associated Press in Gretna, Louisiana",990
Angela Monaghan,780
Vithushan Ehantharajah in Brisbane,9291
Andrew Sparrow,708
Patrick Greenfield and Sarah Butler,7101
"Julian Borger in Washington,  Patrick Wintour in London and Kareem Shaheen in Istanbul",4783
Press Association,7451
Stuart James at the Liberty Stadium,8707
Julia Carrie Wong,4735
Cassie Bell (MetDesk),1615
Dominic Rushe in New York,2498
Ben Jacobs in Washington DC,1194
David Smith in Washington and agencies,2334
Rowena Mason and Jessica Elgot,7984
Nils Pratley Financial editor,6878
Amelia Gentleman,581
Alan Travis Home affairs editor,377
Louise Tickle,5586
Larry  Elliott,5333
Rhiannon Lucy Cosslett,7683
Adam Sweeting,307
Kim Willsher in Paris,5205
Morwenna Ferrier in Paris,6540
Guardian film,3332
Exclusive by David Hytner,2907
Patrick Greenfield,7093
Jonathan Wilson,4659
Lois Beckett,5538
"Denis Campbell Health policy editor, Pamela Duncan and Peter Walker",2382
Gavin Gaughan,3120
Lisa O'Carroll Brexit correspondent,5500
Gaby Hinsliff,3079
Jake Nevins in New York,4019
Sarah Butler,8250
Ryan Gilbey,8024
Scarlett Conlon,8300
Kevin Mitchell at Melbourne Park,5149
"Anushka Asthana, political editor",937
Sabrina Siddiqui and Lauren Gambino in Washington,8139
Vithushan Ehantharajah at the Gabba,9288
Dan Collyns in Lima,2040
Hannah Marriott Fashion editor,3402
Linda Pearce at Melbourne Park,5479
Ben Doherty and Saba Vasefi,1158
Alan Yuhas,381
Oliver Laughland,6938
Olivia Solon in San Francisco,6960
Samuel Gibbs,8226
Stephanie Kirchgaessner,8600
Fiona Cownie,2969
Sarah Marsh,8262
Alan Brownjohn,351
Angela Monaghan (until 2.20pm) and Nick Fletcher,782
"Rob Davies, Tim Clark and Denis Campbell",7824
Sarah Gosling,8256
Michael Aylwin at Scotstoun Stadium,6220
"Julian Borger , Ben Jacobs, Sabrina Siddiqui and Lauren Gambino in Washington",4759
Jonny Weeks,4673
Martin Pengelly and Ben Jacobs,6030
"Lauren Gambino in Washington, Adam Gabbatt in New York and Carla Green in Los Angeles",5383
Vithushan Ehantharajah in Sydney,9300
Ben Quinn,1210
Theresa May,8941
"Toby Helm, Michael Savage and Phillip Inman",9060
Kate Connolly,4997
Daniel Taylor at the Etihad Stadium,2144
Paul Rees at Parc y Scarlets,7241
Jamie Grierson and agencies,4105
Joanna Walters,4431
Tom Bassam,9068
Charlie Phillips,1673
Kathryn Bromwich,5053
Gerard Meagher at Allianz Park,3166
Jamie Jackson at Turf Moor,4120
Nick Ames at Goodison Park,6768
Larry Elliott,5335
Mark Sweney,5960
Sam Wolfson,8213
Hunter Felt,3574
Associated Press,989
Eleanor Ainge Roy in Dunedin,2674
PA and Guardian Sport,6988
Ed Aarons at the Emirates Stadium,2626
Richard Jolly at the Etihad Stadium,7746
Anne Davies,828
Oliver Laughland and Martin Pengelly in New York and Sabrina Siddiqui  andBen Jacobs in Washington,6940
Simon Burnton and Nick Ames,8485
Dan Sabbagh and Kevin Rawlinson,2065
Louise Taylor at Victoria Park,5580
Jacob Steinberg at St Mary's Stadium,3987
Kevin Rawlinson,5164
Kate O'Halloran at Melbourne Park,5015
Philip Oltermann in Bonn,7385
Paul Chadwick,7160
Peter Morfey,7340
Ben Fisher at the Liberty Stadium,1174
Mark Fisher,5919
Nick Fletcher until 3.30pm GMT and Graeme Wearden in Davos now,6805
Leslie Felperin,5429
Ben Fisher at Liberty Stadium,1166
Tim Radford,9008
Rowena Mason and Peter Walker,7985
Sam Wollaston,8216
Nicola Slawson (now) and Andrew Sparrow (earlier),6848
Jess Cartner-Morley in Paris,4331
Vikram Dodd and  Kevin Rawlinson,9265
Lucia Graves in Washington,5593
Tom McCarthy,9092
Interviews by Phil Hoad,3681
Mark Harris in Seattle,5923
Sally Weale Education correspondent,8175
Angela Saini,784
Larry Elliott in Davos,5344
Dawn Foster,2354
Jason Burke in Johannesburg,4182
"Jon Henley, European affairs correspondent",4582
Hugh Macmillan,3570
Ben Jacobs and Sabrina Siddiqui in Washington,1189
Piotr Kozak in Santiago,7409
Sophie Zeldin-O'Neill,8548
Vithushan Ehantharajah in Adelaide,9289
Stuart James at Ashton Gate,8694
Amanda Meade,569
Joanna Walters in New York,4435
Oliver Holmes in Jerusalem,6932
Nicky Hawkins,6838
John Sutherland,4552
Anne Perkins,833
Larry Elliott and Graeme Wearden in Davos,5338
Graeme Wearden in Davos and Nick Fletcher in London,3260
Fiona Harvey Environment correspondent,2970
Fabrizio Romano and Ed Aarons,2936
Frances Perraudin,2989
Dom Phillips in Porto Alegre,2443
Angela Giuffrida in Turin,779
Heather Stewart and Jessica Elgot,3460
Patrick Barkham,7074
Ruth Michaelson in Cairo,8017
Graeme Wearden and Larry Elliott in Davos,3255
Graeme Wearden in Davos and Nick Fletcher,3259
Seraphima Kennedy,8371
Richard Adams,7698
Jake Nevins,4018
Ian Cobain,3616
Rupert Neate,7997
John Shirley,4550
Michael Safi,6376
Jessica Elgot,4338
Rob Davies  Matthew Weaver and Heather Stewart,7818
Natalie Cromb for IndigenousX,6648
Kareem Shaheen in Hatay,4954
Joanna Walters and agencies,4434
Gerard Meagher in Vilamoura,3177
Alexis Wright for IndigenousX,479
Graeme Wearden in Davos,3258
Larry Elliott in Davos and Peter Walker,5345
Caroline Davies,1597
Tom McCarthy in New York,9098
Sid Lowe,8446
Simon Jenkins,8499
Damian Carrington and agencies,2011
Alexis Petridis,476
Pamela Hutchinson,7051
Bushra Wasty and Sulekha Hassan,1423
Adam Vaughan,308
"Soweto Kinch, Yazz Ahmed and Jason Yarde",8551
Dominic Fifield at Huish Park,2457
Andrew Pulver,690
Barney Ronay at Huish Park,1094
Michael McGowan  and agencies,6334
"Heather Stewart, Peter Walker  and Jennifer Rankin",3475
Mark Dobson and Fabrizio Romano,5917
Tony Peyser,9129
Henry McDonald and Patrick Greenfield,3520
Richard Wolffe,7788
Joe Parkin Daniels in BogotÃ¡,4458
Rajeev Syal,7595
Alan Yuhas in New York,382
Decca Aitkenhead,2370
Christina Patterson,1769
Jason Burke Africa correspondent,4178
Charles Bramesco,1651
Observer editorial,6923
Dulcie Lee,2543
Warwick Mansell and Michael Savage,9357
Richard Orange,7757
"Mark Townsend 
Home Affairs Editor",5965
Jamie Doward and Rupert Neate,4088
David Smith in Washington and Martin Pengelly in New York,2330
Caitlin Welsh and Steph Harmon,1538
"Dulcie Lee, Ben Quinn, Zoe Wood and Rupert Neate",2544
Toby Helm,9036
Nick Ames at Rodney Parade,6772
Michael Savage Policy editor,6392
Observer Sport,6922
Ruth Maclean in Dakar and AFP,8013
Stuart Dredge,8687
Louise Taylor at the Riverside Stadium,5583
Jacob Steinberg at St Mary's,3986
Paul Wilson at the DW Stadium,7263
Robert Tait,7910
Ewan Murray in Dubai,2894
Bryan Armen Graham in New York,1408
Sachin Nakrani at Stamford Bridge,8154
David Hytner at the Cardiff City Stadium,2265
Hugh Muir,3571
Josh Halliday North of England correspondent,4698
David Hytner at Cardiff City Stadium,2254
Alan Ward,378
Dave Young,2207
Vithushan Ehantharajah in Perth,9299
Scott Ludlam,8314
Kate Chappell in Kingston,4996
Marc Bennetts in Moscow,5863
Nicola Slawson and Jessica Elgot,6852
Kate Wyver,5024
Rajeev Syal and Ewen MacAskill,7599
Patrick Butler Social policy editor,7079
Jonathan Franklin in Valle Chacabuco,4610
Lenore Taylor,5416
Adam Morton,293
"Rowena Mason, Daniel Boffey and Jennifer Rankin",7987
David Smith in Washington and Tom McCarthy in New York,2332
Ruth Maclean in Dakar and Emmanuel Akinwotu in Abuja,8014
John Richmond,4547
Nikki Haydon,6870
John Bowers,4477
Stephanie Convery,8598
David Hytner and Dominic Fifield,2252
Jessica Elgot in Wuhan and Tom Phillips,4356
Anushka Asthana and Dan Sabbagh,922
"Jacob Steinberg
London Stadium",3979
Nicholas Wroe,6761
Amy Nicholson,632
Ben Okri,1204
Ed Aarons and Barry Glendenning and Simon Burnton,2619
Peter Walker and Anushka Asthana,7354
Lisa O'Carroll,5499
Katharine Murphy and Michael Slezak,5041
Jessica Elgot in Beijing and David Connett,4354
"Jessica Elgot, Anushka Asthana and Daniel Boffey",4359
Daniel Taylor at Wembley,2137
Ben Fisher at St Mary's,1168
"Alessio Martini, MetDesk",400
Katharine Murphy Political editor,5036
Richard Adams and Rachel Hall,7708
Eleanor Bradford,2676
Jonno Seidler,4672
Dominic Rushe  and Edward Helmore in New York,2491
Tony Paley,9126
Vithushan Ehantharajah in Canberra,9292
Aaron Bower at Halliwell Jones Stadium,204
Mary Novakovich,6052
Suzanne Wrack at Kingsmeadow Stadium,8751
Dominic Fifield and Ed Aarons,2451
Vikram Dodd and Kevin Rawlinson,9268
"Chris Cook
Wincanton",1715
Aditya Chakrabortty,318
Anushka Asthana and Andrew Sparrow,921
Katrina Lidbetter,5079
Walter Shapiro,9350
Charlotte Higgins,1683
Jessica Elgot in Shanghai,4355
Graeme Wearden and Nick Fletcher,3256
Koren Helbig,5236
Katharine Murphy,5031
Kate Oâ€™Halloran at Princes Park,5018
Jordan Raskopoulos,4676
Tom McCarthy and Alan Yuhas in New York,9095
Adrian Searle,324
"Rowena Mason, Anushka Asthana and Jessica Elgot",7986
Rachel Baird,7567
Iman Amrani,3655
Ruth Maclean in Dakar,8012
Caroline Davies and agency,1599
Matt Blake,6078
Marian Sudbury,5898
Philip Oltermann Budapest,7380
Brigid DelaneyBrigid Delaney,1383
Michael Aylwin at the Stade de France,6227
Michael Savage,6383
"Toby Helm, Political Editor, and James Tapper",9062
Lauren Carroll Harris,5363
Jane Standley,4167
Vivek Chaudhary,9303
Kevin McKenna,5136
Ian Malin,3632
Robin McKie Observer science editor,7919
Emma Graham-Harrison,2761
Paul MacInnes at Molineux,7208
Andy Bull at the Principality Stadium,740
Greg Wood at Leopardstown,3310
Kate Hutchinson,5004
Jacob Steinberg at the Amex Stadium,3995
Paul Doyle at the Hawthorns,7179
Stuart James at King Power Stadium,8697
Paul Wilson at Old Trafford,7261
Rob Smyth,7826
Zoë Corbyn,9482
Sean O'Hagan,8363
Paolo Bandini and Bryan Armen Graham in Minneapolis,7057
Paul Rees at the Principality Stadium,7248
Sandra Laville and agency,8234
Patrick Greenfield and agencies,7104
Ed Aarons at Old Trafford,2623
Amy Lawrence at the Emirates Stadium,623
Katharine Murphy  Political editor,5032
Gerard Meagher at the Stadio Olimpico,3174
Gerard Meagher at Stadio Olimpico,3167
David Hytner at Selhurst Park,2258
Aaron Bower at Halton Stadium,205
Kate Oâ€™Halloran,5016
Hilary Osborne and Ewen MacAskill,3537
Mark Sweney Media business correspondent,5961
Christopher Knaus and Kate Lamb,1793
Keiran Hardy,5094
Nick Anderson,6785
Paul Allen,7157
Barney Ronay at Vicarage Road,1100
Phillip Inman and Edward Helmore,7389
Gay Alcorn,3124
Dominic Fifield at Vicarage Road,2465
Ed Aarons and Dominic Fifield,2620
Jeremy Plester,4289
"Anushka Asthana, Daniel Boffey and Peter Walker",932
Rajeev Syal and agencies,7608
Rebecca Smithers,7649
